id,nome,email,lat,lon,preferencias
35,Usuário 35,usuario35@exemplo.com,-16.055269613792138,-47.60786783803969,"{'distancia_maxima': 30, 'apenas_organicos': True, 'produtos_favoritos': ['Pitaia', 'Abacate', 'Quiabo'], 'associacoes_favoritas': ['CooperHorti']}"
36,Usuário 36,usuario36@exemplo.com,-15.636653138422007,-48.08077059107949,"{'distancia_maxima': 15, 'apenas_organicos': False, 'produtos_favoritos': ['Morango', 'Gengibre', 'Atemóia'], 'associacoes_favoritas': ['Amista', 'Afeca']}"
37,Usuário 37,usuario37@exemplo.com,-16.09668672972584,-47.7107231429271,"{'distancia_maxima': 25, 'apenas_organicos': True, 'produtos_favoritos': [], 'associacoes_favoritas': ['Cooperbrasília']}"
38,Usuário 38,usuario38@exemplo.com,-15.675885593691431,-47.76259569917541,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Batata', 'Cenoura'], 'associacoes_favoritas': ['Coopbrasil', 'Asphor']}"
39,Usuário 39,usuario39@exemplo.com,-15.637237791988433,-48.155573208959545,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Pitaia', 'Alface', 'Gengibre', 'Couve'], 'associacoes_favoritas': ['Astraf']}"
40,Usuário 40,usuario40@exemplo.com,-15.884920562873438,-48.13047856428492,"{'distancia_maxima': 10, 'apenas_organicos': True, 'produtos_favoritos': ['Pimentão', 'Agrião', 'Jiló', 'Beterraba', 'Goiaba'], 'associacoes_favoritas': ['Astraf']}"
41,Usuário 41,usuario41@exemplo.com,-15.582137944474644,-47.826021123903466,"{'distancia_maxima': 30, 'apenas_organicos': False, 'produtos_favoritos': ['Repolho', 'Cebola'], 'associacoes_favoritas': ['Astraf', 'Agrifarm', 'Afeca']}"
42,Usuário 42,usuario42@exemplo.com,-15.901461185088412,-48.16186498982839,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Quiabo', 'Brócolis', 'Uva', 'Lichia', 'Alface'], 'associacoes_favoritas': []}"
43,Usuário 43,usuario43@exemplo.com,-15.913410606970604,-48.00489000678395,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Tomate', 'Limão', 'Pimentão', 'Lichia'], 'associacoes_favoritas': ['Agrifarm']}"
44,Usuário 44,usuario44@exemplo.com,-15.662236292997163,-47.81746551718687,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': [], 'associacoes_favoritas': ['Asproc', 'Aspronfe']}"
45,Usuário 45,usuario45@exemplo.com,-15.567672354454205,-47.91667104490283,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Manga', 'Pimentão', 'Cenoura', 'Brócolis'], 'associacoes_favoritas': ['Coomermista']}"
46,Usuário 46,usuario46@exemplo.com,-16.02824345243702,-47.772053127666204,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Goiaba', 'Manga', 'Cenoura', 'Agrião', 'Brócolis'], 'associacoes_favoritas': []}"
47,Usuário 47,usuario47@exemplo.com,-15.643528970829863,-47.863233681458304,"{'distancia_maxima': 25, 'apenas_organicos': True, 'produtos_favoritos': ['Pepino', 'Berinjela', 'Atemóia'], 'associacoes_favoritas': ['Coopbrasil', 'Aspronfe']}"
48,Usuário 48,usuario48@exemplo.com,-15.637419692027263,-47.903722642181364,"{'distancia_maxima': 15, 'apenas_organicos': True, 'produtos_favoritos': ['Berinjela', 'Maracujá', 'Goiaba', 'Agrião', 'Batata'], 'associacoes_favoritas': ['Proural', 'Coopebraz']}"
49,Usuário 49,usuario49@exemplo.com,-15.786360302370804,-47.94347538898487,"{'distancia_maxima': 30, 'apenas_organicos': False, 'produtos_favoritos': [], 'associacoes_favoritas': []}"
50,Usuário 50,usuario50@exemplo.com,-16.084748523953543,-48.13526514380401,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Quiabo', 'Tomate', 'Couve', 'Lichia'], 'associacoes_favoritas': ['CooperHorti', 'Coomermista']}"
51,Usuário 51,usuario51@exemplo.com,-16.08114248858796,-47.81815375324173,"{'distancia_maxima': 30, 'apenas_organicos': True, 'produtos_favoritos': ['Berinjela', 'Quiabo', 'Tomate'], 'associacoes_favoritas': ['Afeca', 'Asproc', 'Asphor']}"
52,Usuário 52,usuario52@exemplo.com,-15.911386411354204,-47.894857585301175,"{'distancia_maxima': 25, 'apenas_organicos': True, 'produtos_favoritos': ['Goiaba', 'Abacate', 'Chuchu', 'Gengibre', 'Coco'], 'associacoes_favoritas': ['Coomermista', 'CooperHorti']}"
53,Usuário 53,usuario53@exemplo.com,-15.555460115644346,-48.05042466251067,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Morango', 'Berinjela', 'Manga', 'Tangerina'], 'associacoes_favoritas': ['Coopbrasil']}"
54,Usuário 54,usuario54@exemplo.com,-15.853770246178623,-47.74666931687417,"{'distancia_maxima': 25, 'apenas_organicos': True, 'produtos_favoritos': ['Jiló', 'Beterraba'], 'associacoes_favoritas': ['CooperHorti', 'Rede Terra', 'Aspronfe']}"
55,Usuário 55,usuario55@exemplo.com,-15.962721100705027,-48.15381205410272,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Cajamanga', 'Brócolis', 'Cebola', 'Jiló'], 'associacoes_favoritas': ['Amista', 'Aspronfe']}"
56,Usuário 56,usuario56@exemplo.com,-15.92614912825174,-48.1032672276476,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Pimentão'], 'associacoes_favoritas': []}"
57,Usuário 57,usuario57@exemplo.com,-15.542181408594457,-47.71512777226135,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Batata', 'Atemóia', 'Manga'], 'associacoes_favoritas': ['Coopebraz']}"
58,Usuário 58,usuario58@exemplo.com,-15.719957746093746,-47.67712364588737,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Pimentão'], 'associacoes_favoritas': []}"
59,Usuário 59,usuario59@exemplo.com,-15.617796753860532,-48.08805796466838,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Abóbora'], 'associacoes_favoritas': ['Agrifarm', 'Aspronfe', 'Rede Terra']}"
60,Usuário 60,usuario60@exemplo.com,-15.564464600906014,-47.87639465485061,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Atemóia'], 'associacoes_favoritas': ['Rede Terra', 'Coomermista']}"
61,Usuário 61,usuario61@exemplo.com,-15.615535906901563,-47.6623452200459,"{'distancia_maxima': 30, 'apenas_organicos': False, 'produtos_favoritos': ['Cajamanga'], 'associacoes_favoritas': ['Astraf', 'Aspronfe', 'Coomermista']}"
62,Usuário 62,usuario62@exemplo.com,-15.909197915016883,-48.13396884528339,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Cenoura', 'Agrião', 'Uva', 'Batata', 'Jiló'], 'associacoes_favoritas': ['Astraf']}"
63,Usuário 63,usuario63@exemplo.com,-15.963238902474835,-47.943735326824246,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Cebola', 'Morango', 'Pimentão', 'Pepino'], 'associacoes_favoritas': ['Aspagl', 'Asproc', 'Agrifarm']}"
64,Usuário 64,usuario64@exemplo.com,-15.609191140446505,-47.683561650046194,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Mamão', 'Atemóia'], 'associacoes_favoritas': ['Agrifarm', 'Asproc', 'Coomermista']}"
65,Usuário 65,usuario65@exemplo.com,-16.095828721681286,-47.89355161845346,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Mandioca', 'Tangerina', 'Cajamanga', 'Alface'], 'associacoes_favoritas': ['Coopbrasil', 'Coopebraz']}"
66,Usuário 66,usuario66@exemplo.com,-15.849553398110734,-48.06673531371756,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Pepino', 'Agrião', 'Lichia'], 'associacoes_favoritas': ['Afeca', 'Coopebraz', 'Asphor']}"
67,Usuário 67,usuario67@exemplo.com,-16.02808077959979,-47.99743089715782,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Morango', 'Mamão', 'Mandioca'], 'associacoes_favoritas': ['Afeca', 'Amista', 'CooperHorti']}"
68,Usuário 68,usuario68@exemplo.com,-15.534254177652489,-48.006078240787545,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Abóbora', 'Repolho', 'Quiabo'], 'associacoes_favoritas': ['CooperHorti', 'Asproc', 'Aspronfe']}"
69,Usuário 69,usuario69@exemplo.com,-15.788725626953982,-47.77818862466289,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Agrião', 'Manga', 'Quiabo'], 'associacoes_favoritas': []}"
70,Usuário 70,usuario70@exemplo.com,-15.881822238572424,-47.61693075036742,"{'distancia_maxima': 25, 'apenas_organicos': True, 'produtos_favoritos': ['Mamão', 'Repolho', 'Banana', 'Pepino', 'Batata'], 'associacoes_favoritas': []}"
71,Usuário 71,usuario71@exemplo.com,-15.522531623034734,-48.04893062250478,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Mandioca'], 'associacoes_favoritas': ['Aspronfe']}"
72,Usuário 72,usuario72@exemplo.com,-15.801650896464569,-48.019473014109934,"{'distancia_maxima': 15, 'apenas_organicos': False, 'produtos_favoritos': ['Chuchu', 'Beterraba', 'Atemóia', 'Quiabo', 'Limão'], 'associacoes_favoritas': ['Aspaf']}"
73,Usuário 73,usuario73@exemplo.com,-15.92909570337352,-48.17786783158728,"{'distancia_maxima': 15, 'apenas_organicos': False, 'produtos_favoritos': [], 'associacoes_favoritas': []}"
74,Usuário 74,usuario74@exemplo.com,-15.734261399612063,-47.898392586062684,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Berinjela', 'Batata', 'Cenoura'], 'associacoes_favoritas': []}"
75,Usuário 75,usuario75@exemplo.com,-16.069112749250007,-48.03281212145803,"{'distancia_maxima': 20, 'apenas_organicos': True, 'produtos_favoritos': ['Tomate', 'Banana', 'Mamão', 'Lichia'], 'associacoes_favoritas': ['Amista', 'CooperHorti']}"
76,Usuário 76,usuario76@exemplo.com,-15.555040468420009,-48.05626286559981,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Couve', 'Lichia', 'Limão'], 'associacoes_favoritas': ['Aspagl', 'Coomermista', 'Amista']}"
77,Usuário 77,usuario77@exemplo.com,-16.01306307674527,-47.90632834383346,"{'distancia_maxima': 30, 'apenas_organicos': False, 'produtos_favoritos': ['Mamão', 'Cajamanga', 'Atemóia', 'Lichia'], 'associacoes_favoritas': ['CooperHorti', 'Aspronfe']}"
78,Usuário 78,usuario78@exemplo.com,-15.50860972753364,-48.0547668370931,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Cenoura', 'Atemóia', 'Tangerina'], 'associacoes_favoritas': ['Afeca', 'Cootaquara']}"
79,Usuário 79,usuario79@exemplo.com,-15.696718671556473,-47.74302823080277,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Beterraba', 'Banana', 'Quiabo'], 'associacoes_favoritas': ['Astraf', 'Cooperbrasília']}"
80,Usuário 80,usuario80@exemplo.com,-15.957417473604561,-47.763070190832885,"{'distancia_maxima': 30, 'apenas_organicos': True, 'produtos_favoritos': ['Berinjela', 'Cebola', 'Cenoura', 'Manga'], 'associacoes_favoritas': ['Aspronfe', 'Cootaquara', 'CooperHorti']}"
81,Usuário 81,usuario81@exemplo.com,-15.879330120368449,-47.82061650164385,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': [], 'associacoes_favoritas': []}"
82,Usuário 82,usuario82@exemplo.com,-15.719882173543464,-47.878535189555144,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Cenoura', 'Gengibre', 'Limão'], 'associacoes_favoritas': ['Cooperbrasília', 'Proural', 'Asproc']}"
83,Usuário 83,usuario83@exemplo.com,-16.045826137967357,-47.69881850264645,"{'distancia_maxima': 30, 'apenas_organicos': False, 'produtos_favoritos': ['Atemóia', 'Agrião'], 'associacoes_favoritas': ['Astraf', 'Aspronfe']}"
84,Usuário 84,usuario84@exemplo.com,-15.907531961016959,-48.08808889376009,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Chuchu', 'Mamão'], 'associacoes_favoritas': ['Asproc']}"
85,Usuário 85,usuario85@exemplo.com,-16.07553491506714,-47.84546423408705,"{'distancia_maxima': 15, 'apenas_organicos': False, 'produtos_favoritos': ['Pitaia', 'Jiló'], 'associacoes_favoritas': []}"
86,Usuário 86,usuario86@exemplo.com,-15.69346138289463,-48.190047302643286,"{'distancia_maxima': 15, 'apenas_organicos': False, 'produtos_favoritos': ['Limão'], 'associacoes_favoritas': ['Coopbrasil']}"
87,Usuário 87,usuario87@exemplo.com,-15.792744165020432,-48.064102534881236,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Tomate', 'Repolho'], 'associacoes_favoritas': ['Aspagl', 'Cootaquara']}"
88,Usuário 88,usuario88@exemplo.com,-15.71289632575433,-48.095380142597,"{'distancia_maxima': 10, 'apenas_organicos': True, 'produtos_favoritos': ['Jiló', 'Cajamanga', 'Uva', 'Goiaba'], 'associacoes_favoritas': ['Agrifarm']}"
89,Usuário 89,usuario89@exemplo.com,-15.685437357138522,-47.967958792219676,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': [], 'associacoes_favoritas': []}"
90,Usuário 90,usuario90@exemplo.com,-15.53796200675796,-48.1174874335124,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': [], 'associacoes_favoritas': []}"
91,Usuário 91,usuario91@exemplo.com,-15.895360189369846,-48.131915887255644,"{'distancia_maxima': 15, 'apenas_organicos': False, 'produtos_favoritos': ['Gengibre', 'Cebola', 'Cenoura', 'Chuchu'], 'associacoes_favoritas': ['Aspronfe', 'Coopebraz', 'Cooperbrasília']}"
92,Usuário 92,usuario92@exemplo.com,-15.545183829032863,-47.67359638797141,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Lichia', 'Gengibre', 'Repolho', 'Couve'], 'associacoes_favoritas': ['Asproc']}"
93,Usuário 93,usuario93@exemplo.com,-15.945235023370907,-47.80400957237949,"{'distancia_maxima': 20, 'apenas_organicos': True, 'produtos_favoritos': ['Cenoura'], 'associacoes_favoritas': ['Amista']}"
94,Usuário 94,usuario94@exemplo.com,-15.609666679879272,-47.866879513040324,"{'distancia_maxima': 15, 'apenas_organicos': True, 'produtos_favoritos': ['Uva', 'Cajamanga', 'Jiló'], 'associacoes_favoritas': []}"
95,Usuário 95,usuario95@exemplo.com,-15.782209652986397,-48.054888625459725,"{'distancia_maxima': 15, 'apenas_organicos': False, 'produtos_favoritos': ['Jiló', 'Atemóia', 'Batata', 'Pepino', 'Quiabo'], 'associacoes_favoritas': ['Coomermista']}"
96,Usuário 96,usuario96@exemplo.com,-16.04413833931646,-47.661670545228006,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Pimentão', 'Agrião', 'Batata', 'Repolho', 'Brócolis'], 'associacoes_favoritas': ['Coopbrasil', 'Rede Terra']}"
97,Usuário 97,usuario97@exemplo.com,-15.559749165702003,-47.82013912563604,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Gengibre', 'Maracujá', 'Agrião', 'Coco', 'Mamão'], 'associacoes_favoritas': ['Rede Terra', 'Amista', 'Coopbrasil']}"
98,Usuário 98,usuario98@exemplo.com,-15.89658212537078,-47.9904742552324,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Abacate', 'Quiabo', 'Mandioca', 'Cebola', 'Pepino'], 'associacoes_favoritas': []}"
99,Usuário 99,usuario99@exemplo.com,-15.664426592677858,-47.661733844028454,"{'distancia_maxima': 20, 'apenas_organicos': True, 'produtos_favoritos': ['Cajamanga'], 'associacoes_favoritas': ['Astraf', 'Asphor', 'Coopbrasil']}"
100,Usuário 100,usuario100@exemplo.com,-15.56774814544093,-47.732074672485425,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': [], 'associacoes_favoritas': ['Proural', 'Coomermista', 'Asphor']}"
101,Usuário 101,usuario101@exemplo.com,-15.714781012307428,-48.14951602100297,"{'distancia_maxima': 20, 'apenas_organicos': True, 'produtos_favoritos': ['Goiaba'], 'associacoes_favoritas': ['Cootaquara', 'Coopbrasil', 'CooperHorti']}"
102,Usuário 102,usuario102@exemplo.com,-16.003022771543232,-47.66086748688375,"{'distancia_maxima': 25, 'apenas_organicos': True, 'produtos_favoritos': ['Cebola', 'Abacate', 'Quiabo'], 'associacoes_favoritas': ['Aspaf', 'Coopebraz']}"
103,Usuário 103,usuario103@exemplo.com,-15.736142564204247,-48.19448176903002,"{'distancia_maxima': 30, 'apenas_organicos': True, 'produtos_favoritos': ['Mamão', 'Atemóia', 'Manga', 'Repolho', 'Berinjela'], 'associacoes_favoritas': ['Cootaquara', 'Rede Terra']}"
104,Usuário 104,usuario104@exemplo.com,-16.03911707428038,-47.80189893853517,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': ['Morango', 'Jiló'], 'associacoes_favoritas': ['Cootaquara', 'Aspaf', 'Afeca']}"
105,Usuário 105,usuario105@exemplo.com,-16.09696304969227,-48.103515169149496,"{'distancia_maxima': 30, 'apenas_organicos': False, 'produtos_favoritos': ['Brócolis', 'Gengibre', 'Alface', 'Manga', 'Cebola'], 'associacoes_favoritas': ['Aspaf']}"
106,Usuário 106,usuario106@exemplo.com,-15.77075972638005,-47.784862881384385,"{'distancia_maxima': 25, 'apenas_organicos': True, 'produtos_favoritos': ['Pimentão', 'Graviola', 'Jiló', 'Coco', 'Agrião'], 'associacoes_favoritas': ['Cootaquara', 'Cooperbrasília', 'Aspaf']}"
107,Usuário 107,usuario107@exemplo.com,-15.70882324429844,-48.065438414323665,"{'distancia_maxima': 25, 'apenas_organicos': False, 'produtos_favoritos': ['Berinjela', 'Coco', 'Morango'], 'associacoes_favoritas': []}"
108,Usuário 108,usuario108@exemplo.com,-15.67269246719148,-48.05765054750192,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Coco', 'Agrião'], 'associacoes_favoritas': []}"
109,Usuário 109,usuario109@exemplo.com,-15.90476018110444,-47.75210515692918,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Graviola', 'Pimentão', 'Uva', 'Mamão'], 'associacoes_favoritas': ['Proural', 'CooperHorti', 'Astraf']}"
110,Usuário 110,usuario110@exemplo.com,-15.710220260571672,-47.690465953703495,"{'distancia_maxima': 30, 'apenas_organicos': False, 'produtos_favoritos': ['Abacate', 'Berinjela', 'Cenoura'], 'associacoes_favoritas': ['Aspronfe', 'Coomermista', 'Afeca']}"
111,Usuário 111,usuario111@exemplo.com,-15.705432264619795,-47.859014837998714,"{'distancia_maxima': 20, 'apenas_organicos': False, 'produtos_favoritos': ['Tangerina', 'Pimentão', 'Graviola', 'Tomate', 'Morango'], 'associacoes_favoritas': ['Aspaf', 'Rede Terra']}"
112,Usuário 112,usuario112@exemplo.com,-16.043795139303146,-47.97937051816434,"{'distancia_maxima': 10, 'apenas_organicos': False, 'produtos_favoritos': [], 'associacoes_favoritas': ['Coomermista']}"
